,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,School_Type_Private,School_Type_Public,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_No,Learning_Disabilities_Yes,Gender_Female,Gender_Male
151,22,87,2.0,2.0,5,80,0.0,2,0.0,2.0,3,0.0,0.0,70,True,False,False,True,False,True,True,False,False,True,False,True,False
152,16,92,1.0,2.0,5,85,0.0,1,0.0,1.0,2,0.0,1.0,68,False,True,False,True,False,True,False,True,False,True,False,False,True
153,21,86,0.0,1.0,5,51,1.0,2,0.0,2.0,2,0.0,1.0,67,False,True,False,True,False,True,False,False,True,True,False,True,False
154,22,76,1.0,1.0,8,92,1.0,1,0.0,2.0,4,0.0,0.0,68,False,True,False,True,False,True,False,True,False,True,False,True,False
155,16,81,1.0,1.0,8,74,1.0,3,1.0,1.0,2,2.0,0.0,68,False,True,False,True,False,True,False,False,True,True,False,True,False
156,31,92,1.0,1.0,4,76,1.0,2,1.0,2.0,4,0.0,2.0,72,False,True,False,True,False,True,False,False,True,False,True,False,True
157,23,75,0.0,2.0,6,71,0.0,0,1.0,1.0,2,1.0,0.0,65,True,False,False,True,False,True,False,True,False,True,False,False,True
158,13,76,1.0,2.0,5,99,0.0,2,1.0,1.0,4,0.0,0.0,66,True,False,False,True,True,False,False,False,True,True,False,True,False
159,24,64,1.0,1.0,8,90,2.0,0,0.0,2.0,3,0.0,0.0,65,False,True,False,True,False,True,True,False,False,True,False,False,True
160,14,97,1.0,1.0,6,66,1.0,2,1.0,1.0,3,1.0,0.0,67,False,True,False,True,False,True,True,False,False,False,True,True,False
161,25,64,1.0,2.0,5,89,0.0,2,1.0,1.0,4,1.0,2.0,66,True,False,False,True,False,True,False,True,False,True,False,False,True
162,27,86,1.0,1.0,7,72,0.0,1,1.0,2.0,4,0.0,2.0,69,True,False,False,True,False,True,False,False,True,True,False,False,True
163,15,77,1.0,1.0,8,94,0.0,0,2.0,2.0,3,1.0,1.0,66,False,True,False,True,False,True,False,False,True,True,False,False,True
164,26,76,1.0,2.0,6,52,1.0,4,2.0,0.0,3,0.0,0.0,69,False,True,False,True,False,True,False,True,False,True,False,False,True
165,22,87,2.0,0.0,7,68,1.0,0,0.0,1.0,2,0.0,0.0,67,False,True,True,False,False,True,False,True,False,True,False,False,True
166,25,63,2.0,1.0,6,71,1.0,1,1.0,0.0,3,0.0,0.0,66,False,True,False,True,True,False,False,False,True,True,False,False,True
167,31,84,1.0,1.0,9,87,1.0,2,0.0,1.0,3,1.0,2.0,71,False,True,False,True,True,False,False,True,False,True,False,False,True
168,19,91,2.0,0.0,6,59,1.0,5,1.0,2.0,4,1.0,1.0,70,True,False,False,True,False,True,False,True,False,True,False,False,True
169,15,93,2.0,1.0,6,64,1.0,2,1.0,2.0,4,2.0,0.0,71,True,False,False,True,False,True,False,False,True,True,False,False,True
170,15,67,1.0,1.0,7,86,2.0,1,2.0,1.0,3,2.0,0.0,66,False,True,False,True,True,False,False,False,True,True,False,False,True
171,15,96,1.0,1.0,7,54,2.0,3,1.0,2.0,2,0.0,0.0,67,True,False,True,False,False,True,True,False,False,True,False,False,True
172,20,86,2.0,0.0,8,60,1.0,1,1.0,1.0,4,1.0,2.0,66,True,False,False,True,False,True,False,True,False,False,True,True,False
173,22,95,1.0,2.0,9,88,0.0,0,0.0,2.0,2,2.0,0.0,72,True,False,False,True,False,True,False,False,True,True,False,False,True
174,22,79,1.0,1.0,9,94,1.0,1,1.0,1.0,3,0.0,0.0,68,True,False,False,True,False,True,False,False,True,True,False,False,True
175,25,82,1.0,1.0,6,86,1.0,3,0.0,2.0,3,0.0,0.0,69,True,False,True,False,False,True,False,False,True,True,False,True,False
176,20,97,1.0,1.0,7,76,0.0,2,0.0,0.0,3,2.0,0.0,71,False,True,False,True,True,False,False,False,True,True,False,False,True
177,29,96,1.0,1.0,9,55,0.0,0,1.0,1.0,2,2.0,2.0,70,False,True,True,False,False,True,False,True,False,True,False,True,False
178,18,78,1.0,1.0,9,91,2.0,2,2.0,0.0,4,1.0,2.0,67,True,False,False,True,False,True,False,True,False,True,False,True,False
179,36,71,1.0,1.0,6,56,1.0,2,2.0,1.0,2,0.0,2.0,69,False,True,False,True,False,True,False,False,True,True,False,False,True
180,24,76,0.0,2.0,8,69,0.0,2,1.0,1.0,1,0.0,1.0,65,True,False,False,True,False,True,False,True,False,True,False,False,True
181,15,76,2.0,2.0,8,53,1.0,1,0.0,1.0,4,1.0,0.0,65,True,False,False,True,False,True,False,True,False,True,False,False,True
182,14,71,1.0,1.0,8,85,0.0,2,1.0,2.0,4,0.0,0.0,64,False,True,False,True,False,True,False,True,False,True,False,False,True
183,23,71,0.0,0.0,9,75,0.0,1,0.0,1.0,2,1.0,0.0,63,False,True,False,True,False,True,True,False,False,True,False,False,True
184,19,94,0.0,1.0,5,95,1.0,3,0.0,0.0,2,0.0,1.0,69,False,True,False,True,False,True,False,False,True,True,False,False,True
185,24,63,1.0,0.0,6,57,1.0,1,0.0,2.0,5,1.0,0.0,64,False,True,False,True,True,False,False,True,False,True,False,True,False
186,23,87,2.0,2.0,8,91,2.0,0,2.0,1.0,3,0.0,1.0,72,False,True,False,True,True,False,False,False,True,True,False,False,True
187,20,67,0.0,1.0,7,76,1.0,0,1.0,1.0,4,0.0,0.0,63,False,True,False,True,False,True,False,True,False,True,False,False,True
188,15,74,0.0,2.0,4,68,0.0,3,0.0,1.0,3,0.0,0.0,64,False,True,False,True,False,True,False,False,True,True,False,True,False
189,11,62,1.0,2.0,5,82,1.0,3,2.0,1.0,4,1.0,1.0,64,False,True,False,True,True,False,False,True,False,True,False,False,True
190,17,71,1.0,1.0,8,90,1.0,5,1.0,1.0,1,2.0,2.0,67,False,True,False,True,False,True,False,False,True,True,False,False,True
191,25,91,1.0,1.0,8,72,0.0,2,1.0,2.0,0,2.0,0.0,71,True,False,False,True,False,True,False,False,True,True,False,False,True
192,21,95,1.0,1.0,5,62,2.0,1,1.0,0.0,4,0.0,0.0,70,True,False,False,True,False,True,False,False,True,True,False,False,True
193,13,69,1.0,0.0,9,96,0.0,0,2.0,1.0,4,0.0,2.0,61,False,True,False,True,True,False,False,True,False,True,False,True,False
194,21,79,1.0,2.0,7,66,0.0,2,0.0,1.0,4,1.0,1.0,67,False,True,False,True,False,True,True,False,False,True,False,False,True
